rl,toChoose,exp
SRX5696402,tissue_genotype,SRX8908682
SRX5696402,tissue_genotype,SRX10229653
SRX5696402,tissue_genotype,SRX10229654
SRX5696402,tissue_genotype,SRX10229655
SRX5696402,tissue_genotype,SRX10229656
SRX5696402,tissue_genotype,SRX10229657
SRX5696402,tissue_genotype,SRX10229658
SRX5696402,tissue_genotype,SRX10229659
SRX5696402,tissue_genotype,SRX10229660
SRX5696402,tissue_genotype,SRX10229661
SRX5696402,tissue_genotype,SRX10229662
SRX5696403,tissue_genotype,SRX1025885
SRX5696403,tissue_genotype,SRX1025886
SRX5696403,tissue_genotype,SRX8908671
SRX5696403,tissue_genotype,SRX8908672
SRX5696403,tissue_genotype,SRX8908673
SRX5696403,tissue_genotype,SRX8908674
SRX5696403,tissue_genotype,SRX8908675
SRX5696403,tissue_genotype,SRX8908676
SRX5696403,tissue_genotype,SRX8908677
SRX5696403,tissue_genotype,SRX8908678
SRX5696403,tissue_genotype,SRX8908679
SRX5696403,tissue_genotype,SRX8908680
SRX5696403,tissue_genotype,SRX8908681
SRX5696403,tissue_genotype,SRX8908682
SRX5696403,tissue_genotype,SRX10229653
SRX5696403,tissue_genotype,SRX10229654
SRX5696403,tissue_genotype,SRX10229655
SRX5696403,tissue_genotype,SRX10229656
SRX5696403,tissue_genotype,SRX10229657
SRX5696403,tissue_genotype,SRX10229658
SRX5696403,tissue_genotype,SRX10229659
SRX5696403,tissue_genotype,SRX10229660
SRX5696403,tissue_genotype,SRX10229661
SRX5696403,tissue_genotype,SRX10229662
SRX5696404,tissue_genotype,SRX1025885
SRX5696404,tissue_genotype,SRX1025886
SRX5696404,tissue_genotype,SRX8908671
SRX5696404,tissue_genotype,SRX8908672
SRX5696404,tissue_genotype,SRX8908673
SRX5696404,tissue_genotype,SRX8908674
SRX5696404,tissue_genotype,SRX8908675
SRX5696404,tissue_genotype,SRX8908676
SRX5696404,tissue_genotype,SRX8908677
SRX5696404,tissue_genotype,SRX8908678
SRX5696404,tissue_genotype,SRX8908679
SRX5696404,tissue_genotype,SRX8908680
SRX5696404,tissue_genotype,SRX8908681
SRX5696404,tissue_genotype,SRX8908682
SRX5696404,tissue_genotype,SRX10229653
SRX5696404,tissue_genotype,SRX10229654
SRX5696404,tissue_genotype,SRX10229655
SRX5696404,tissue_genotype,SRX10229656
SRX5696404,tissue_genotype,SRX10229657
SRX5696404,tissue_genotype,SRX10229658
SRX5696404,tissue_genotype,SRX10229659
SRX5696404,tissue_genotype,SRX10229660
SRX5696404,tissue_genotype,SRX10229661
SRX5696404,tissue_genotype,SRX10229662
SRX5696405,tissue_genotype,SRX1025885
SRX5696405,tissue_genotype,SRX1025886
SRX5696405,tissue_genotype,SRX8908671
SRX5696405,tissue_genotype,SRX8908672
SRX5696405,tissue_genotype,SRX8908673
SRX5696405,tissue_genotype,SRX8908674
SRX5696405,tissue_genotype,SRX8908675
SRX5696405,tissue_genotype,SRX8908676
SRX5696405,tissue_genotype,SRX8908677
SRX5696405,tissue_genotype,SRX8908678
SRX5696405,tissue_genotype,SRX8908679
SRX5696405,tissue_genotype,SRX8908680
SRX5696405,tissue_genotype,SRX8908681
SRX5696405,tissue_genotype,SRX8908682
SRX5696405,tissue_genotype,SRX10229653
SRX5696405,tissue_genotype,SRX10229654
SRX5696405,tissue_genotype,SRX10229655
SRX5696405,tissue_genotype,SRX10229656
SRX5696405,tissue_genotype,SRX10229657
SRX5696405,tissue_genotype,SRX10229658
SRX5696405,tissue_genotype,SRX10229659
SRX5696405,tissue_genotype,SRX10229660
SRX5696405,tissue_genotype,SRX10229661
SRX5696405,tissue_genotype,SRX10229662
SRX5696401,tissue_genotype,SRX1025885
SRX5696401,tissue_genotype,SRX1025886
SRX5696401,tissue_genotype,SRX8908671
SRX5696401,tissue_genotype,SRX8908672
SRX5696401,tissue_genotype,SRX8908673
SRX5696401,tissue_genotype,SRX8908674
SRX5696401,tissue_genotype,SRX8908675
SRX5696401,tissue_genotype,SRX8908676
SRX5696401,tissue_genotype,SRX8908677
SRX5696401,tissue_genotype,SRX8908678
SRX5696401,tissue_genotype,SRX8908679
SRX5696401,tissue_genotype,SRX8908680
SRX5696401,tissue_genotype,SRX8908681
SRX5696401,tissue_genotype,SRX8908682
SRX5696401,tissue_genotype,SRX10229653
SRX5696401,tissue_genotype,SRX10229654
SRX5696401,tissue_genotype,SRX10229655
SRX5696401,tissue_genotype,SRX10229656
SRX5696401,tissue_genotype,SRX10229657
SRX5696401,tissue_genotype,SRX10229658
SRX5696401,tissue_genotype,SRX10229659
SRX5696401,tissue_genotype,SRX10229660
SRX5696401,tissue_genotype,SRX10229661
SRX5696401,tissue_genotype,SRX10229662
SRX9503401,tissue_genotype,SRX9505817
SRX9503401,tissue_genotype,SRX9505818
SRX9505873,tissue_genotype,SRX9505817
SRX9505873,tissue_genotype,SRX9505818
SRX9505874,tissue_genotype,SRX9505817
SRX9505874,tissue_genotype,SRX9505818
SRX9505875,tissue_genotype,SRX9505817
SRX9505875,tissue_genotype,SRX9505818
SRX9505876,tissue_genotype,SRX9505819
SRX9505876,tissue_genotype,SRX9505820
SRX9505877,tissue_genotype,SRX9505819
SRX9505877,tissue_genotype,SRX9505820
SRX9505878,tissue_genotype,SRX9505819
SRX9505878,tissue_genotype,SRX9505820
SRX9505879,tissue_genotype,SRX9505817
SRX9505879,tissue_genotype,SRX9505818
SRX9505880,tissue_genotype,SRX9505817
SRX9505880,tissue_genotype,SRX9505818
SRX9505881,tissue_genotype,SRX9505817
SRX9505881,tissue_genotype,SRX9505818
SRX9505882,tissue_genotype,SRX9505819
SRX9505882,tissue_genotype,SRX9505820
SRX9505883,tissue_genotype,SRX9505819
SRX9505883,tissue_genotype,SRX9505820
SRX9505884,tissue_genotype,SRX9505819
SRX9505884,tissue_genotype,SRX9505820
SRX1070682,tissue_genotype,SRX8122761
SRX1070682,tissue_genotype,SRX8122762
SRX1070682,tissue_genotype,SRX8122763
SRX1070682,tissue_genotype,SRX8122764
SRX1070682,tissue_genotype,SRX8122765
SRX1070682,tissue_genotype,SRX8122766
SRX1070682,tissue_genotype,SRX8122767
SRX1070682,tissue_genotype,SRX8122768
SRX1070682,tissue_genotype,SRX6686238
SRX1070682,tissue_genotype,SRX6686239
SRX1070682,tissue_genotype,SRX8388987
SRX1070682,tissue_genotype,SRX8776130
SRX5849996,tissue_genotype,SRX1070685
SRX5849996,tissue_genotype,SRX1070686
SRX9182639,tissue_genotype,SRX3581357
SRX9182639,tissue_genotype,SRX3581358
SRX9182639,tissue_genotype,SRX3581359
SRX9182640,tissue_genotype,SRX3581357
SRX9182640,tissue_genotype,SRX3581358
SRX9182640,tissue_genotype,SRX3581359
SRX9182641,tissue_genotype,SRX3581357
SRX9182641,tissue_genotype,SRX3581358
SRX9182641,tissue_genotype,SRX3581359
SRX9182642,tissue_genotype,SRX8122761
SRX9182642,tissue_genotype,SRX8122762
SRX9182642,tissue_genotype,SRX8122763
SRX9182642,tissue_genotype,SRX8122764
SRX9182642,tissue_genotype,SRX8122765
SRX9182642,tissue_genotype,SRX8122766
SRX9182642,tissue_genotype,SRX8122767
SRX9182642,tissue_genotype,SRX8122768
SRX9182642,tissue_genotype,SRX6686238
SRX9182642,tissue_genotype,SRX6686239
SRX9182642,tissue_genotype,SRX8388987
SRX9182642,tissue_genotype,SRX8776130
SRX8961669,tissue_genotype,SRX1029431
SRX8961669,tissue_genotype,SRX1029432
SRX8961669,tissue_genotype,SRX1029433
SRX8961669,tissue_genotype,SRX3084742
SRX8961669,tissue_genotype,SRX3084743
SRX8961669,tissue_genotype,SRX3084744
SRX8961669,tissue_genotype,SRX3084745
SRX8961671,tissue_genotype,SRX1029431
SRX8961671,tissue_genotype,SRX1029432
SRX8961671,tissue_genotype,SRX1029433
SRX8961671,tissue_genotype,SRX3084742
SRX8961671,tissue_genotype,SRX3084743
SRX8961671,tissue_genotype,SRX3084744
SRX8961671,tissue_genotype,SRX3084745
SRX8961672,tissue_genotype,SRX1029431
SRX8961672,tissue_genotype,SRX1029432
SRX8961672,tissue_genotype,SRX1029433
SRX8961672,tissue_genotype,SRX3084742
SRX8961672,tissue_genotype,SRX3084743
SRX8961672,tissue_genotype,SRX3084744
SRX8961672,tissue_genotype,SRX3084745
SRX8961673,tissue_genotype,SRX1029431
SRX8961673,tissue_genotype,SRX1029432
SRX8961673,tissue_genotype,SRX1029433
SRX8961673,tissue_genotype,SRX3084742
SRX8961673,tissue_genotype,SRX3084743
SRX8961673,tissue_genotype,SRX3084744
SRX8961673,tissue_genotype,SRX3084745
SRX8961674,tissue_genotype,SRX1029431
SRX8961674,tissue_genotype,SRX1029432
SRX8961674,tissue_genotype,SRX1029433
SRX8961674,tissue_genotype,SRX3084742
SRX8961674,tissue_genotype,SRX3084743
SRX8961674,tissue_genotype,SRX3084744
SRX8961674,tissue_genotype,SRX3084745
SRX8961675,tissue_genotype,SRX1029431
SRX8961675,tissue_genotype,SRX1029432
SRX8961675,tissue_genotype,SRX1029433
SRX8961675,tissue_genotype,SRX3084742
SRX8961675,tissue_genotype,SRX3084743
SRX8961675,tissue_genotype,SRX3084744
SRX8961675,tissue_genotype,SRX3084745
SRX8961676,tissue_genotype,SRX1029431
SRX8961676,tissue_genotype,SRX1029432
SRX8961676,tissue_genotype,SRX1029433
SRX8961676,tissue_genotype,SRX3084742
SRX8961676,tissue_genotype,SRX3084743
SRX8961676,tissue_genotype,SRX3084744
SRX8961676,tissue_genotype,SRX3084745
SRX8961677,tissue_genotype,SRX1029431
SRX8961677,tissue_genotype,SRX1029432
SRX8961677,tissue_genotype,SRX1029433
SRX8961677,tissue_genotype,SRX3084742
SRX8961677,tissue_genotype,SRX3084743
SRX8961677,tissue_genotype,SRX3084744
SRX8961677,tissue_genotype,SRX3084745
SRX8961678,tissue_genotype,SRX1029431
SRX8961678,tissue_genotype,SRX1029432
SRX8961678,tissue_genotype,SRX1029433
SRX8961678,tissue_genotype,SRX3084742
SRX8961678,tissue_genotype,SRX3084743
SRX8961678,tissue_genotype,SRX3084744
SRX8961678,tissue_genotype,SRX3084745
SRX8961679,tissue_genotype,SRX1029431
SRX8961679,tissue_genotype,SRX1029432
SRX8961679,tissue_genotype,SRX1029433
SRX8961679,tissue_genotype,SRX3084742
SRX8961679,tissue_genotype,SRX3084743
SRX8961679,tissue_genotype,SRX3084744
SRX8961679,tissue_genotype,SRX3084745
SRX8961680,tissue_genotype,SRX1029431
SRX8961680,tissue_genotype,SRX1029432
SRX8961680,tissue_genotype,SRX1029433
SRX8961680,tissue_genotype,SRX3084742
SRX8961680,tissue_genotype,SRX3084743
SRX8961680,tissue_genotype,SRX3084744
SRX8961680,tissue_genotype,SRX3084745
SRX8961681,tissue_genotype,SRX1029431
SRX8961681,tissue_genotype,SRX1029432
SRX8961681,tissue_genotype,SRX1029433
SRX8961681,tissue_genotype,SRX3084742
SRX8961681,tissue_genotype,SRX3084743
SRX8961681,tissue_genotype,SRX3084744
SRX8961681,tissue_genotype,SRX3084745
SRX8961682,tissue_genotype,SRX1029431
SRX8961682,tissue_genotype,SRX1029432
SRX8961682,tissue_genotype,SRX1029433
SRX8961682,tissue_genotype,SRX3084742
SRX8961682,tissue_genotype,SRX3084743
SRX8961682,tissue_genotype,SRX3084744
SRX8961682,tissue_genotype,SRX3084745
SRX8961683,tissue_genotype,SRX1029431
SRX8961683,tissue_genotype,SRX1029432
SRX8961683,tissue_genotype,SRX1029433
SRX8961683,tissue_genotype,SRX3084742
SRX8961683,tissue_genotype,SRX3084743
SRX8961683,tissue_genotype,SRX3084744
SRX8961683,tissue_genotype,SRX3084745
SRX8961684,tissue_genotype,SRX1029431
SRX8961684,tissue_genotype,SRX1029432
SRX8961684,tissue_genotype,SRX1029433
SRX8961684,tissue_genotype,SRX3084742
SRX8961684,tissue_genotype,SRX3084743
SRX8961684,tissue_genotype,SRX3084744
SRX8961684,tissue_genotype,SRX3084745
SRX8961685,tissue_genotype,SRX1029431
SRX8961685,tissue_genotype,SRX1029432
SRX8961685,tissue_genotype,SRX1029433
SRX8961685,tissue_genotype,SRX3084742
SRX8961685,tissue_genotype,SRX3084743
SRX8961685,tissue_genotype,SRX3084744
SRX8961685,tissue_genotype,SRX3084745
SRX8961686,tissue_genotype,SRX1029431
SRX8961686,tissue_genotype,SRX1029432
SRX8961686,tissue_genotype,SRX1029433
SRX8961686,tissue_genotype,SRX3084742
SRX8961686,tissue_genotype,SRX3084743
SRX8961686,tissue_genotype,SRX3084744
SRX8961686,tissue_genotype,SRX3084745
SRX8961687,tissue_genotype,SRX1029431
SRX8961687,tissue_genotype,SRX1029432
SRX8961687,tissue_genotype,SRX1029433
SRX8961687,tissue_genotype,SRX3084742
SRX8961687,tissue_genotype,SRX3084743
SRX8961687,tissue_genotype,SRX3084744
SRX8961687,tissue_genotype,SRX3084745
SRX8961688,tissue_genotype,SRX1029431
SRX8961688,tissue_genotype,SRX1029432
SRX8961688,tissue_genotype,SRX1029433
SRX8961688,tissue_genotype,SRX3084742
SRX8961688,tissue_genotype,SRX3084743
SRX8961688,tissue_genotype,SRX3084744
SRX8961688,tissue_genotype,SRX3084745
SRX8961689,tissue_genotype,SRX1029431
SRX8961689,tissue_genotype,SRX1029432
SRX8961689,tissue_genotype,SRX1029433
SRX8961689,tissue_genotype,SRX3084742
SRX8961689,tissue_genotype,SRX3084743
SRX8961689,tissue_genotype,SRX3084744
SRX8961689,tissue_genotype,SRX3084745
SRX8961690,tissue_genotype,SRX1029431
SRX8961690,tissue_genotype,SRX1029432
SRX8961690,tissue_genotype,SRX1029433
SRX8961690,tissue_genotype,SRX3084742
SRX8961690,tissue_genotype,SRX3084743
SRX8961690,tissue_genotype,SRX3084744
SRX8961690,tissue_genotype,SRX3084745
SRX8961691,tissue_genotype,SRX1029431
SRX8961691,tissue_genotype,SRX1029432
SRX8961691,tissue_genotype,SRX1029433
SRX8961691,tissue_genotype,SRX3084742
SRX8961691,tissue_genotype,SRX3084743
SRX8961691,tissue_genotype,SRX3084744
SRX8961691,tissue_genotype,SRX3084745
SRX8961692,tissue_genotype,SRX1029431
SRX8961692,tissue_genotype,SRX1029432
SRX8961692,tissue_genotype,SRX1029433
SRX8961692,tissue_genotype,SRX3084742
SRX8961692,tissue_genotype,SRX3084743
SRX8961692,tissue_genotype,SRX3084744
SRX8961692,tissue_genotype,SRX3084745
SRX9417242,tissue_genotype,SRX1029431
SRX9417242,tissue_genotype,SRX1029432
SRX9417242,tissue_genotype,SRX1029433
SRX9417242,tissue_genotype,SRX3084742
SRX9417242,tissue_genotype,SRX3084743
SRX9417242,tissue_genotype,SRX3084744
SRX9417242,tissue_genotype,SRX3084745
SRX9417230,tissue_genotype,SRX1029431
SRX9417230,tissue_genotype,SRX1029432
SRX9417230,tissue_genotype,SRX1029433
SRX9417230,tissue_genotype,SRX3084742
SRX9417230,tissue_genotype,SRX3084743
SRX9417230,tissue_genotype,SRX3084744
SRX9417230,tissue_genotype,SRX3084745
SRX9417231,tissue_genotype,SRX1029431
SRX9417231,tissue_genotype,SRX1029432
SRX9417231,tissue_genotype,SRX1029433
SRX9417231,tissue_genotype,SRX3084742
SRX9417231,tissue_genotype,SRX3084743
SRX9417231,tissue_genotype,SRX3084744
SRX9417231,tissue_genotype,SRX3084745
SRX9417232,tissue_genotype,SRX1029431
SRX9417232,tissue_genotype,SRX1029432
SRX9417232,tissue_genotype,SRX1029433
SRX9417232,tissue_genotype,SRX3084742
SRX9417232,tissue_genotype,SRX3084743
SRX9417232,tissue_genotype,SRX3084744
SRX9417232,tissue_genotype,SRX3084745
SRX9417235,tissue_genotype,SRX1029431
SRX9417235,tissue_genotype,SRX1029432
SRX9417235,tissue_genotype,SRX1029433
SRX9417235,tissue_genotype,SRX3084742
SRX9417235,tissue_genotype,SRX3084743
SRX9417235,tissue_genotype,SRX3084744
SRX9417235,tissue_genotype,SRX3084745
SRX9417236,tissue_genotype,SRX1029431
SRX9417236,tissue_genotype,SRX1029432
SRX9417236,tissue_genotype,SRX1029433
SRX9417236,tissue_genotype,SRX3084742
SRX9417236,tissue_genotype,SRX3084743
SRX9417236,tissue_genotype,SRX3084744
SRX9417236,tissue_genotype,SRX3084745
SRX9417237,tissue_genotype,SRX1029431
SRX9417237,tissue_genotype,SRX1029432
SRX9417237,tissue_genotype,SRX1029433
SRX9417237,tissue_genotype,SRX3084742
SRX9417237,tissue_genotype,SRX3084743
SRX9417237,tissue_genotype,SRX3084744
SRX9417237,tissue_genotype,SRX3084745
SRX9417238,tissue_genotype,SRX1029431
SRX9417238,tissue_genotype,SRX1029432
SRX9417238,tissue_genotype,SRX1029433
SRX9417238,tissue_genotype,SRX3084742
SRX9417238,tissue_genotype,SRX3084743
SRX9417238,tissue_genotype,SRX3084744
SRX9417238,tissue_genotype,SRX3084745
SRX9417239,tissue_genotype,SRX1029431
SRX9417239,tissue_genotype,SRX1029432
SRX9417239,tissue_genotype,SRX1029433
SRX9417239,tissue_genotype,SRX3084742
SRX9417239,tissue_genotype,SRX3084743
SRX9417239,tissue_genotype,SRX3084744
SRX9417239,tissue_genotype,SRX3084745
SRX9417240,tissue_genotype,SRX1029431
SRX9417240,tissue_genotype,SRX1029432
SRX9417240,tissue_genotype,SRX1029433
SRX9417240,tissue_genotype,SRX3084742
SRX9417240,tissue_genotype,SRX3084743
SRX9417240,tissue_genotype,SRX3084744
SRX9417240,tissue_genotype,SRX3084745
SRX7347898,tissue_genotype,SRX1070685
SRX7347898,tissue_genotype,SRX1070686
SRX7347899,tissue_genotype,SRX1070685
SRX7347899,tissue_genotype,SRX1070686
SRX7347900,tissue_genotype,SRX1070685
SRX7347900,tissue_genotype,SRX1070686
SRX7347901,tissue_genotype,SRX1070685
SRX7347901,tissue_genotype,SRX1070686
SRX7347902,tissue_genotype,SRX1070685
SRX7347902,tissue_genotype,SRX1070686
SRX7347903,tissue_genotype,SRX1070685
SRX7347903,tissue_genotype,SRX1070686
SRX7347911,tissue_genotype,SRX1070685
SRX7347911,tissue_genotype,SRX1070686
SRX7347912,tissue_genotype,SRX1070685
SRX7347912,tissue_genotype,SRX1070686
SRX7347913,tissue_genotype,SRX1070685
SRX7347913,tissue_genotype,SRX1070686
SRX4231163,tissue_genotype,SRX1025885
SRX4231163,tissue_genotype,SRX1025886
SRX4231163,tissue_genotype,SRX8908671
SRX4231163,tissue_genotype,SRX8908672
SRX4231163,tissue_genotype,SRX8908673
SRX4231163,tissue_genotype,SRX8908674
SRX4231163,tissue_genotype,SRX8908675
SRX4231163,tissue_genotype,SRX8908676
SRX4231163,tissue_genotype,SRX8908677
SRX4231163,tissue_genotype,SRX8908678
SRX4231163,tissue_genotype,SRX8908679
SRX4231163,tissue_genotype,SRX8908680
SRX4231163,tissue_genotype,SRX8908681
SRX4231163,tissue_genotype,SRX8908682
SRX4231163,tissue_genotype,SRX10229653
SRX4231163,tissue_genotype,SRX10229654
SRX4231163,tissue_genotype,SRX10229655
SRX4231163,tissue_genotype,SRX10229656
SRX4231163,tissue_genotype,SRX10229657
SRX4231163,tissue_genotype,SRX10229658
SRX4231163,tissue_genotype,SRX10229659
SRX4231163,tissue_genotype,SRX10229660
SRX4231163,tissue_genotype,SRX10229661
SRX4231163,tissue_genotype,SRX10229662
SRX4231164,tissue_genotype,SRX1025885
SRX4231164,tissue_genotype,SRX1025886
SRX4231164,tissue_genotype,SRX8908671
SRX4231164,tissue_genotype,SRX8908672
SRX4231164,tissue_genotype,SRX8908673
SRX4231164,tissue_genotype,SRX8908674
SRX4231164,tissue_genotype,SRX8908675
SRX4231164,tissue_genotype,SRX8908676
SRX4231164,tissue_genotype,SRX8908677
SRX4231164,tissue_genotype,SRX8908678
SRX4231164,tissue_genotype,SRX8908679
SRX4231164,tissue_genotype,SRX8908680
SRX4231164,tissue_genotype,SRX8908681
SRX4231164,tissue_genotype,SRX8908682
SRX4231164,tissue_genotype,SRX10229653
SRX4231164,tissue_genotype,SRX10229654
SRX4231164,tissue_genotype,SRX10229655
SRX4231164,tissue_genotype,SRX10229656
SRX4231164,tissue_genotype,SRX10229657
SRX4231164,tissue_genotype,SRX10229658
SRX4231164,tissue_genotype,SRX10229659
SRX4231164,tissue_genotype,SRX10229660
SRX4231164,tissue_genotype,SRX10229661
SRX4231164,tissue_genotype,SRX10229662
SRX4231165,tissue_genotype,SRX1025885
SRX4231165,tissue_genotype,SRX1025886
SRX4231165,tissue_genotype,SRX8908671
SRX4231165,tissue_genotype,SRX8908672
SRX4231165,tissue_genotype,SRX8908673
SRX4231165,tissue_genotype,SRX8908674
SRX4231165,tissue_genotype,SRX8908675
SRX4231165,tissue_genotype,SRX8908676
SRX4231165,tissue_genotype,SRX8908677
SRX4231165,tissue_genotype,SRX8908678
SRX4231165,tissue_genotype,SRX8908679
SRX4231165,tissue_genotype,SRX8908680
SRX4231165,tissue_genotype,SRX8908681
SRX4231165,tissue_genotype,SRX8908682
SRX4231165,tissue_genotype,SRX10229653
SRX4231165,tissue_genotype,SRX10229654
SRX4231165,tissue_genotype,SRX10229655
SRX4231165,tissue_genotype,SRX10229656
SRX4231165,tissue_genotype,SRX10229657
SRX4231165,tissue_genotype,SRX10229658
SRX4231165,tissue_genotype,SRX10229659
SRX4231165,tissue_genotype,SRX10229660
SRX4231165,tissue_genotype,SRX10229661
SRX4231165,tissue_genotype,SRX10229662
SRX4231166,tissue_genotype,SRX1025885
SRX4231166,tissue_genotype,SRX1025886
SRX4231166,tissue_genotype,SRX8908671
SRX4231166,tissue_genotype,SRX8908672
SRX4231166,tissue_genotype,SRX8908673
SRX4231166,tissue_genotype,SRX8908674
SRX4231166,tissue_genotype,SRX8908675
SRX4231166,tissue_genotype,SRX8908676
SRX4231166,tissue_genotype,SRX8908677
SRX4231166,tissue_genotype,SRX8908678
SRX4231166,tissue_genotype,SRX8908679
SRX4231166,tissue_genotype,SRX8908680
SRX4231166,tissue_genotype,SRX8908681
SRX4231166,tissue_genotype,SRX8908682
SRX4231166,tissue_genotype,SRX10229653
SRX4231166,tissue_genotype,SRX10229654
SRX4231166,tissue_genotype,SRX10229655
SRX4231166,tissue_genotype,SRX10229656
SRX4231166,tissue_genotype,SRX10229657
SRX4231166,tissue_genotype,SRX10229658
SRX4231166,tissue_genotype,SRX10229659
SRX4231166,tissue_genotype,SRX10229660
SRX4231166,tissue_genotype,SRX10229661
SRX4231166,tissue_genotype,SRX10229662
SRX4231167,tissue_genotype,SRX1025885
SRX4231167,tissue_genotype,SRX1025886
SRX4231167,tissue_genotype,SRX8908671
SRX4231167,tissue_genotype,SRX8908672
SRX4231167,tissue_genotype,SRX8908673
SRX4231167,tissue_genotype,SRX8908674
SRX4231167,tissue_genotype,SRX8908675
SRX4231167,tissue_genotype,SRX8908676
SRX4231167,tissue_genotype,SRX8908677
SRX4231167,tissue_genotype,SRX8908678
SRX4231167,tissue_genotype,SRX8908679
SRX4231167,tissue_genotype,SRX8908680
SRX4231167,tissue_genotype,SRX8908681
SRX4231167,tissue_genotype,SRX8908682
SRX4231167,tissue_genotype,SRX10229653
SRX4231167,tissue_genotype,SRX10229654
SRX4231167,tissue_genotype,SRX10229655
SRX4231167,tissue_genotype,SRX10229656
SRX4231167,tissue_genotype,SRX10229657
SRX4231167,tissue_genotype,SRX10229658
SRX4231167,tissue_genotype,SRX10229659
SRX4231167,tissue_genotype,SRX10229660
SRX4231167,tissue_genotype,SRX10229661
SRX4231167,tissue_genotype,SRX10229662
SRX4231168,tissue_genotype,SRX1025885
SRX4231168,tissue_genotype,SRX1025886
SRX4231168,tissue_genotype,SRX8908671
SRX4231168,tissue_genotype,SRX8908672
SRX4231168,tissue_genotype,SRX8908673
SRX4231168,tissue_genotype,SRX8908674
SRX4231168,tissue_genotype,SRX8908675
SRX4231168,tissue_genotype,SRX8908676
SRX4231168,tissue_genotype,SRX8908677
SRX4231168,tissue_genotype,SRX8908678
SRX4231168,tissue_genotype,SRX8908679
SRX4231168,tissue_genotype,SRX8908680
SRX4231168,tissue_genotype,SRX8908681
SRX4231168,tissue_genotype,SRX8908682
SRX4231168,tissue_genotype,SRX10229653
SRX4231168,tissue_genotype,SRX10229654
SRX4231168,tissue_genotype,SRX10229655
SRX4231168,tissue_genotype,SRX10229656
SRX4231168,tissue_genotype,SRX10229657
SRX4231168,tissue_genotype,SRX10229658
SRX4231168,tissue_genotype,SRX10229659
SRX4231168,tissue_genotype,SRX10229660
SRX4231168,tissue_genotype,SRX10229661
SRX4231168,tissue_genotype,SRX10229662
SRX6893683,tissue_genotype,SRX1025885
SRX6893683,tissue_genotype,SRX1025886
SRX6893683,tissue_genotype,SRX8908671
SRX6893683,tissue_genotype,SRX8908672
SRX6893683,tissue_genotype,SRX8908673
SRX6893683,tissue_genotype,SRX8908674
SRX6893683,tissue_genotype,SRX8908675
SRX6893683,tissue_genotype,SRX8908676
SRX6893683,tissue_genotype,SRX8908677
SRX6893683,tissue_genotype,SRX8908678
SRX6893683,tissue_genotype,SRX8908679
SRX6893683,tissue_genotype,SRX8908680
SRX6893683,tissue_genotype,SRX8908681
SRX6893683,tissue_genotype,SRX8908682
SRX6893683,tissue_genotype,SRX10229653
SRX6893683,tissue_genotype,SRX10229654
SRX6893683,tissue_genotype,SRX10229655
SRX6893683,tissue_genotype,SRX10229656
SRX6893683,tissue_genotype,SRX10229657
SRX6893683,tissue_genotype,SRX10229658
SRX6893683,tissue_genotype,SRX10229659
SRX6893683,tissue_genotype,SRX10229660
SRX6893683,tissue_genotype,SRX10229661
SRX6893683,tissue_genotype,SRX10229662
SRX6893684,tissue_genotype,SRX1025885
SRX6893684,tissue_genotype,SRX1025886
SRX6893684,tissue_genotype,SRX8908671
SRX6893684,tissue_genotype,SRX8908672
SRX6893684,tissue_genotype,SRX8908673
SRX6893684,tissue_genotype,SRX8908674
SRX6893684,tissue_genotype,SRX8908675
SRX6893684,tissue_genotype,SRX8908676
SRX6893684,tissue_genotype,SRX8908677
SRX6893684,tissue_genotype,SRX8908678
SRX6893684,tissue_genotype,SRX8908679
SRX6893684,tissue_genotype,SRX8908680
SRX6893684,tissue_genotype,SRX8908681
SRX6893684,tissue_genotype,SRX8908682
SRX6893684,tissue_genotype,SRX10229653
SRX6893684,tissue_genotype,SRX10229654
SRX6893684,tissue_genotype,SRX10229655
SRX6893684,tissue_genotype,SRX10229656
SRX6893684,tissue_genotype,SRX10229657
SRX6893684,tissue_genotype,SRX10229658
SRX6893684,tissue_genotype,SRX10229659
SRX6893684,tissue_genotype,SRX10229660
SRX6893684,tissue_genotype,SRX10229661
SRX6893684,tissue_genotype,SRX10229662
SRX6893685,tissue_genotype,SRX1025885
SRX6893685,tissue_genotype,SRX1025886
SRX6893685,tissue_genotype,SRX8908671
SRX6893685,tissue_genotype,SRX8908672
SRX6893685,tissue_genotype,SRX8908673
SRX6893685,tissue_genotype,SRX8908674
SRX6893685,tissue_genotype,SRX8908675
SRX6893685,tissue_genotype,SRX8908676
SRX6893685,tissue_genotype,SRX8908677
SRX6893685,tissue_genotype,SRX8908678
SRX6893685,tissue_genotype,SRX8908679
SRX6893685,tissue_genotype,SRX8908680
SRX6893685,tissue_genotype,SRX8908681
SRX6893685,tissue_genotype,SRX8908682
SRX6893685,tissue_genotype,SRX10229653
SRX6893685,tissue_genotype,SRX10229654
SRX6893685,tissue_genotype,SRX10229655
SRX6893685,tissue_genotype,SRX10229656
SRX6893685,tissue_genotype,SRX10229657
SRX6893685,tissue_genotype,SRX10229658
SRX6893685,tissue_genotype,SRX10229659
SRX6893685,tissue_genotype,SRX10229660
SRX6893685,tissue_genotype,SRX10229661
SRX6893685,tissue_genotype,SRX10229662
SRX8110928,tissue_genotype,SRX1029431
SRX8110928,tissue_genotype,SRX1029432
